AddressID,AddressLine1,AddressLine2,City,StateProvinceID,PostalCode,rowguid,ModifiedDate
26647,6695 Black Walnut Court,,Sooke,7,V0,20618DFD-2C47-4049-A090-054559174A58,2012-05-03 00:00:00
15665,4891 Olivera Rd,,Sooke,7,V0,185FCC4B-28B0-429F-8A5B-491352203172,2012-01-13 00:00:00
23889,8325 Glenhaven Ave. S.,,Sooke,7,V0,A9C7A110-74E8-4AEE-92C8-9C53E8324A64,2012-07-26 00:00:00
27293,1792 Del Monte Ct.,,Sooke,7,V0,5A067BC4-E2E2-4510-BD6D-160CD74F1F20,2014-04-16 00:00:00
18849,9379 Terrapin Court,,Sooke,7,V0,96FD6525-A4D7-44B2-8E89-B80D262AB7AE,2011-10-26 00:00:00
24870,490 Alan Dr.,,Sooke,7,V0,34806FDA-7DAD-459E-8624-05A4B9305008,2014-04-26 00:00:00
22813,7751 Mendocino Dr.,,Sooke,7,V0,B5639293-62F0-4170-A9AF-A6D0E29C81C5,2013-10-28 00:00:00
29761,7281 Barberry Court,,Sooke,7,V0,7AE77BCB-EC2C-4419-98F4-D90DABF455BE,2014-02-24 00:00:00
20400,9547 Stephine Way,,Sooke,7,V0,886935E6-8A62-4A79-8F49-E1AB757783CD,2014-02-15 00:00:00
15676,6813 Morning Way,,Sooke,7,V0,9534050D-1451-46AB-8A48-0137E7BD3997,2013-11-27 00:00:00
23465,2647 Santa Ana Dr.,,Sooke,7,V0,70508231-6F16-45DE-A885-0CB07D491889,2013-12-24 00:00:00
28212,7476 Halfmoon Court,,Sooke,7,V0,52A95F7B-699A-4494-B3A2-6616013108C2,2013-09-30 00:00:00
28609,4313 Camby Rd.,,Sooke,7,V0,59FBEBFF-C2AE-4728-ACA8-E02761A45F5A,2014-01-18 00:00:00
17715,7822 Mt. Tooth Place,,Sooke,7,V0,54ACC7DF-134E-48B1-B589-ECB5BAE86B8C,2013-12-17 00:00:00
20754,5039 Keywood Ct.,,Sooke,7,V0,5423E0D4-F2C4-4B27-BD40-CD01DA481863,2012-02-28 00:00:00
23168,6542 Greenwood Pl.,,Sooke,7,V0,B61898FB-A0E9-48BE-9700-3A83B2C2CC17,2013-10-16 00:00:00
21384,9171 Driftwood Court,,Sooke,7,V0,B0204D71-4C8C-4061-B138-ABDAA16E283E,2014-05-18 00:00:00
27763,2219 Dewing Avenue,,Sooke,7,V0,75FEF0A1-AF0F-4AC3-A91B-D0CDD3259B9A,2014-04-29 00:00:00
14182,3733 Water Street,,Sooke,7,V0,A36D4C1A-3CC2-4276-AAC9-D82D93BF753D,2012-01-06 00:00:00
22896,8501 Second Ave.,,Sooke,7,V0,F636F66E-625F-4C31-8B97-D78FF71F2B70,2012-11-09 00:00:00
26703,2733 Del Mar Ave.,,Sooke,7,V0,081A6B60-33F1-4684-9CA3-420E5DFE9DD7,2014-02-13 00:00:00
21246,7627 Hidden Oak Ct.,,Sooke,7,V0,551D9D40-3615-4673-98B5-C1AB7BAE0466,2013-12-12 00:00:00
21218,4845 Park Lane Circle,,Sooke,7,V0,74EE0635-ACFE-4787-AE29-4A981C8EA8E2,2014-06-01 00:00:00
24174,2201 Huston Road,,Sooke,7,V0,7EE7A47D-E714-47C9-A73B-BD77273791EC,2012-01-12 00:00:00
28492,413 Rishell Ct,,Sooke,7,V0,4EEE053E-0059-42ED-82E4-DF8C276224BC,2012-06-18 00:00:00
24343,7879 Oxford Pl.,,Sooke,7,V0,53E95DC9-9198-451B-A1E2-F713541DFA47,2013-09-15 00:00:00
26763,6791 Creekside Drive,,Sooke,7,V0,A6E76FB1-3E1D-4255-862C-E21E81BE2AD4,2013-07-30 00:00:00
12133,9105 Santa Fe,,Sooke,7,V0,96AEB864-AEC3-4754-932A-B501B8DC273C,2013-10-23 00:00:00
15481,1695 Valley High Dr,,Sooke,7,V0,BD4E28B1-74D5-4311-8C88-15FD296D9F1E,2014-01-06 00:00:00
20208,5675 Fairoaks Way,,Sooke,7,V0,0F29E702-4086-4D28-9B4D-6FF07DCC0394,2013-09-20 00:00:00
20390,7625 Veronica Ct.,,Sooke,7,V0,94849286-FC79-4278-9745-A25C212404E7,2013-07-22 00:00:00
25161,6133 Elderwood Dr.,,Sooke,7,V0,C3D97293-C40B-4A2E-BA75-3AA58C25EC55,2014-02-01 00:00:00
14859,4914 Sierra Drive,,Sooke,7,V0,51635B98-C287-4BF4-A5A6-B5D3F26A581E,2013-10-02 00:00:00
22504,8858 Via Doble,,Sooke,7,V0,1F3EE75C-3657-4238-9463-FE797FD7C164,2013-09-13 00:00:00
23993,7352 Mt. Wilson Pl.,,Sooke,7,V0,A88BC6E5-9265-4030-A8E6-F80A291E4959,2014-04-01 00:00:00
12016,217 Ram Circle,,Sooke,7,V0,C606AA06-05C9-482F-8557-7C501167F1B6,2013-09-07 00:00:00
26883,417 Mt. Alpine Pl.,,Sooke,7,V0,FDD4F242-A965-4766-96A9-2068C8DA9508,2014-06-02 00:00:00
13285,8380 Forte Way,,Sooke,7,V0,1452439B-4243-4BA6-BF3C-B952F19C3D7C,2012-08-27 00:00:00
22465,8818 Gentrytown Dr.,,Sooke,7,V0,AA43CEF9-886F-4B4B-9FFA-36630B90C8BA,2013-07-08 00:00:00
15453,7502 Elwood Drive,,Sooke,7,V0,D00644EF-6BF9-41B9-B52E-CEF4738185A0,2012-01-03 00:00:00
20723,4144 Show Rd.,,Sooke,7,V0,79FE1E82-A281-4F37-9577-8501C894B0AC,2013-08-20 00:00:00
27975,9476 Hill Top Rd.,,Sooke,7,V0,AD6D67BB-9B5B-411D-88F5-57ACAA6D6325,2014-03-14 00:00:00
28404,6863 Shakespeare Dr,,Sooke,7,V0,317F1413-58EE-409D-BF87-75460DA1B301,2012-09-22 00:00:00
25257,2709 Yellowood Pl.,,Sooke,7,V0,DFDDC668-599B-4340-8770-7E4415E52288,2013-09-21 00:00:00
13915,1431 Corte Bonita,,Sooke,7,V0,913DA41B-8C0E-4F71-89AC-BC6D74F6742C,2013-12-29 00:00:00
12560,6155 Larch Ct.,,Sooke,7,V0,A34E7E95-CE92-47F4-9FE7-5A008671749F,2013-04-02 00:00:00
20222,3192 Shore Rd.,,Sooke,7,V0,C91BCAEB-CFF0-4073-8593-A740A1259F56,2013-12-11 00:00:00
27039,9810 Rishell Ct.,,Sooke,7,V0,0B17B402-0E48-423D-8CC2-5822BBB9F5AE,2011-10-27 00:00:00
15734,539 Rolling Green Circle,,Sooke,7,V0,3F7562B0-0B3D-4F84-B189-3206B5CD5AE1,2012-03-17 00:00:00
18753,5484 Cornwall Court,,Sooke,7,V0,35082798-BE92-4D27-A399-4A3E70CB4126,2013-10-26 00:00:00
25542,6359 Sand Point Road,,Sooke,7,V0,27E3DADE-BAB0-4066-9AA8-1E15B8E4EDB4,2014-01-26 00:00:00
14616,4037 San View Way,,Sooke,7,V0,BE15B695-F09A-4E9D-89DE-CF2EB9C7B956,2013-10-19 00:00:00
25139,869 Cherry St.,,Sooke,7,V0,6ACF8CBA-FE91-4052-AF54-93364C7DDBF2,2011-11-01 00:00:00
29749,3904 Piedra Drive,,Sooke,7,V0,1946A342-2421-45E2-B21F-9875D963AC57,2012-05-18 00:00:00
27663,2942 Berkhire Court,,Sooke,7,V0,23D2FB06-6454-49EB-BA0F-8FF7220979EB,2013-09-06 00:00:00
27977,9263 Mt. Mckinley Ct.,,Sooke,7,V0,11E7412B-D936-445A-AED9-E85A9FBDEFFF,2013-07-03 00:00:00
21688,5710 Encino Drive,,Sooke,7,V0,BA4A0FB2-D9F9-4567-986F-0029F87319A8,2012-04-15 00:00:00
28052,7685 Imperial Dr,,Sooke,7,V0,0835EDA1-1364-42A5-989D-05DE9172B9AE,2012-07-06 00:00:00
13044,2527 Mohawk Drive,,Sooke,7,V0,F7452537-1978-439F-A860-261CF858A4F8,2013-08-15 00:00:00
16996,9684 Morello Heights Circle,,Sooke,7,V0,435D0C2F-39C3-4E14-9835-9F111325A85E,2013-11-21 00:00:00
13839,4036 Elk Dr,,Sooke,7,V0,D2700839-F281-43F8-ACD5-5A8F75C1E6D7,2013-12-08 00:00:00
14248,1133 Leisure Lane,,Sooke,7,V0,30CA09C9-851F-4635-96E5-0EA077D3FFD5,2012-01-02 00:00:00
19119,93 N. 39th Street,,Sooke,7,V0,1484D249-15FC-42EB-8DC1-56F34616F143,2013-07-15 00:00:00
21397,8703 Market Place,,Sooke,7,V0,111DE166-960A-4278-95B5-9E58DA54C816,2013-12-07 00:00:00
12798,8033 Chaucer Drive,,Sooke,7,V0,A958C282-37BE-4214-A882-CAFCDE499717,2013-08-21 00:00:00
21714,6732 Tanager Court,,Sooke,7,V0,65C0AAF6-6078-4D25-9E1B-64BA2F831C0A,2014-04-25 00:00:00
12917,7391 Leslie Avenue,,Sooke,7,V0,0E793E93-FB35-48B3-8324-F5AF1025A0FE,2013-09-13 00:00:00
19083,6634 Augustine Dr.,,Sooke,7,V0,D5371321-BB87-48BA-99E9-661FFE08ECCB,2012-05-05 00:00:00
21740,110 E. Watson Court,,Sooke,7,V0,0491886D-80A5-41B7-8BC1-29D8C64E403F,2013-12-02 00:00:00
25272,9585 Macarthur Ave.,,Sooke,7,V0,5848675D-6A88-492E-93A1-8F640BD4FA70,2012-04-07 00:00:00
29469,7089 Monti Circle,,Sooke,7,V0,F7830606-0C38-4DA8-A3C0-87293F7B8347,2013-10-31 00:00:00
12089,9111 Almondwood Drive,,Sooke,7,V0,27157DF6-E531-4A72-A2D2-28BEE8346F02,2014-02-11 00:00:00
27929,7554 Lakeview Pl.,,Sooke,7,V0,DFCC25A6-E2BA-41CF-8BAB-3382FA79F139,2013-10-14 00:00:00
12404,9407 H Street,,Sooke,7,V0,01B995AE-2A0B-4430-942F-A39DD2EA7DFB,2013-12-04 00:00:00
12433,7132 Rainier Dr.,,Sooke,7,V0,1E74DEC1-3345-4268-971D-918E41FC7717,2013-09-15 00:00:00
19735,4001 Camino Solano,,Sooke,7,V0,6EA14160-2011-497A-9147-05685CAC37AC,2014-02-27 00:00:00
18595,6929 Citrus Ave.,,Sooke,7,V0,8644D398-F37B-4174-9F70-FFEC7235C806,2014-02-09 00:00:00
12700,7902 Crescent Avenue,,Sooke,7,V0,ECEC06D3-7D36-49B8-8F77-23F50F62F985,2014-04-07 00:00:00
15119,9621 Alamo Court,,Sooke,7,V0,91220AC3-5554-48D4-B677-42228D8A58D5,2014-04-14 00:00:00
21323,2627 Sandview Dr.,,Sooke,7,V0,0C18B075-DF9C-4A8C-895E-BA0BD0E4D7DB,2013-07-22 00:00:00
14399,561 Lewis Way,,Sooke,7,V0,ABC642BC-F1FC-4445-8C2F-8F79AD125F83,2012-08-22 00:00:00
14024,2742 Cincerto Circle,,Sooke,7,V0,4AD5B8FB-3E3A-409B-B893-27EE508B1DFA,2013-10-19 00:00:00
19472,8356 Royal Ann Lane,,Sooke,7,V0,1EEF4543-2002-4391-95F7-F8FA644D13B5,2013-08-01 00:00:00
21047,1907 Galveston Ct.,,Sooke,7,V0,C5228D72-9ABF-4434-8FC9-49E42C0FF55C,2014-05-11 00:00:00
27518,2731 Wiget Lane,,Sooke,7,V0,2A6FA827-11E6-43EA-B507-ADB1C3E5D6D8,2012-05-18 00:00:00
20024,8707 Goen Road,,Sooke,7,V0,35E600E6-C441-40A5-B39F-C7EA9CFF1C02,2013-11-08 00:00:00
11987,6024 Bluetail,,Sooke,7,V0,1BB9D2F0-A949-4D99-8CA3-BDCFF6CF2396,2013-11-23 00:00:00
20552,9817 Cook Street,,Sooke,7,V0,27E58671-D3DF-4FBC-BED4-7847E027E328,2013-12-03 00:00:00
15405,3445 Fine Drive,,Sooke,7,V0,74941E55-C2E1-4FFC-98A6-7120A156DA78,2011-12-22 00:00:00
23899,2904 El Pueblo Pl.,,Sooke,7,V0,30026281-87ED-4D07-95EB-291BAF70DC95,2012-08-14 00:00:00
13153,4912 Mellowood Street,,Sooke,7,V0,25BADDB5-8A41-4E0F-9534-68A6ED8F84AE,2013-10-09 00:00:00
18569,3356 Northstar Drive,,Sooke,7,V0,C87FCB12-C4A1-4F9D-BB59-1F007965E681,2014-04-30 00:00:00
28076,9181 La Vista Circle,,Sooke,7,V0,9D769978-55D8-476E-B1FF-6B2566680D2F,2013-12-16 00:00:00
22079,4471 Ryan Court,,Sooke,7,V0,A6BE6FA4-E07E-47F1-92C7-7CE4246BA116,2014-04-26 00:00:00
22557,2225 Stillwater Court,,Sooke,7,V0,915CB589-B7C3-4440-B177-8A215BF4E955,2012-09-20 00:00:00
20373,7758 Morning Glory Dr.,,Sooke,7,V0,9650693A-BA3A-474A-9954-020F90A39F95,2014-01-20 00:00:00
21923,3004 Banyan Circle,,Langford,7,V9,EBBB7056-1FC8-43E9-9FBE-CF651397ECB9,2013-07-15 00:00:00
24110,3095 Seabourne Ct,,Langford,7,V9,9DAA2D01-3200-4E30-A649-A474F1A1B619,2012-10-26 00:00:00
25232,4204 Alhambra Way,,Metchosin,7,V9,3531E702-A5E6-46EC-9384-D78A75578F15,2013-12-15 00:00:00
28144,8874 Folson Drive,,Metchosin,7,V9,63C2C062-2A41-4798-B920-DB3260218398,2012-01-27 00:00:00
23808,5466 Kaitlin Pl.,,Metchosin,7,V9,B70D3B49-4B11-42E7-A272-79CCE7E5B9A1,2013-08-02 00:00:00
26656,5373 Montgomery Ave.,,Langford,7,V9,A2828DC1-998C-41FD-BF56-CDC78A91E28B,2013-09-20 00:00:00
19651,1686 Terranova Drive,,Metchosin,7,V9,08F6E521-DA45-4600-9232-7E7D60FACE50,2013-08-18 00:00:00
25849,9168 Wellington Ct.,,Metchosin,7,V9,D21D6A7F-F072-4288-9F8F-21D5187FF49F,2013-07-24 00:00:00
14532,4848 Lighthouse Way,,Metchosin,7,V9,49A1E754-EE29-4659-B13E-A0E39B3BF1FF,2013-11-04 00:00:00
19961,8062 Oakgrove,,Metchosin,7,V9,AF46901B-697C-44F3-AD35-1C7520EE4CAC,2013-10-17 00:00:00
18532,1417 Roosevelt Avenue,,Langford,7,V9,8FADBD5E-8050-47FC-A514-DC11194499EA,2014-03-02 00:00:00
17241,9519 Mountain View Drive,,Metchosin,7,V9,29665911-53EC-443A-8421-29E2355CB0FC,2013-10-14 00:00:00
21358,3486 Flora Ave.,,Langford,7,V9,43194DFD-78A1-4524-88AA-324B8D459DDD,2014-01-02 00:00:00
23189,1917 Buskirk Ave.,,Langford,7,V9,A9A22FDB-DB11-4479-A6F1-55C2B2FCD43E,2012-02-03 00:00:00
20751,2516 Bonifacio St.,,Metchosin,7,V9,C71EA0F1-EB1C-4929-AD36-99C4A45E407E,2013-10-16 00:00:00
26792,983 St. Dunstan Ct.,,Langford,7,V9,F0474825-BC08-4432-9069-30D8E7844148,2013-08-12 00:00:00
16620,2374 Flamingo Drive,,Metchosin,7,V9,423E4713-0AA4-4679-BC2B-5D2BAD145042,2013-07-19 00:00:00
24779,7966 Oak Wood Court,,Metchosin,7,V9,E70DE2BF-D6F1-4E90-8A26-3E8C93F09546,2013-12-14 00:00:00
14174,1637 San Carlos Ave,,Langford,7,V9,E745D4B7-5517-41F6-8035-1F5456786862,2012-01-05 00:00:00
16631,7466 Firestone,,Langford,7,V9,E23A63C4-0AF4-4D96-BC41-46A4786DBFD3,2014-05-01 00:00:00
17543,6832 Fruitwood Dr,,Langford,7,V9,72072E23-6666-41DF-B356-B1BE499BD9D4,2013-09-09 00:00:00
25101,6648 Choctaw Court,,Metchosin,7,V9,CA4A9203-21CF-4266-B0DA-DDB3DEB7A526,2013-09-12 00:00:00
29138,3935 Hawkins Street,,Langford,7,V9,6F679672-E3ED-4963-9E9D-51CAF84D8FBE,2014-05-15 00:00:00
18158,1516 Redbird Lane,,Metchosin,7,V9,E534332B-6529-4DB7-B141-D20C56C75CBA,2013-09-02 00:00:00
15602,3708 Lenox Ct,,Metchosin,7,V9,97D2CBA4-2668-4545-9822-A259B6AA2C50,2014-02-18 00:00:00
29659,9321 Quiet Place Drive,,Langford,7,V9,8DF994CA-5A05-4F06-9023-2FC975D3F669,2013-10-30 00:00:00
12724,8680 Newell Ave.,,Metchosin,7,V9,10AD3559-6CD1-4865-BB3A-939A80B1D9E6,2012-07-17 00:00:00
14986,1771 Coastal Blvd.,,Langford,7,V9,36031EB1-DE48-4E12-A75F-1818BF73B64C,2013-07-22 00:00:00
18202,6897 Deerfield Dr.,,Langford,7,V9,6A28C65A-1708-4999-BAF7-CFF3C7EF5CBB,2014-04-28 00:00:00
25480,4420 Tuolumne St.,,Metchosin,7,V9,69DEF6DE-B355-4EA0-B6B8-1BE0121C009F,2014-02-26 00:00:00
24575,4770 Catalpa Court,,Langford,7,V9,B21783D9-A915-4FF0-B289-BACB652DD425,2013-12-23 00:00:00
25819,9127 Grenola Dr.,,Metchosin,7,V9,990D3D28-29EA-425C-B1BE-D4D7D6282588,2013-08-06 00:00:00
25843,4214 Northwood Dr.,,Metchosin,7,V9,91A4ADC9-B9DB-46D6-B7ED-7A40BAEA0A76,2013-09-06 00:00:00
26658,3450 Oakleaf Ct.,,Metchosin,7,V9,7C0245BD-E2D6-44C7-A215-924E5825B6DD,2013-06-27 00:00:00
12363,7468 Lindley Ct.,#8a,Metchosin,7,V9,CDDB8563-0860-4497-97D5-E2AD22B0880A,2013-09-04 00:00:00
17817,8346 Niagara Court,,Langford,7,V9,249169B7-03CB-4D0C-8184-06365129F4A4,2013-07-07 00:00:00
17924,6970 Frame Ln,,Langford,7,V9,21E2A807-0231-4D5C-9432-456522E6435D,2014-01-31 00:00:00
18754,3562 East Ave.,# 4,Metchosin,7,V9,DA5DE8AC-0687-4615-ACE7-6A0467A98E50,2013-07-02 00:00:00
27641,4399 Mary Drive,,Langford,7,V9,B51414B8-68A4-4FF2-B4F4-B10015739880,2013-08-03 00:00:00
22802,9754 Olivera,,Metchosin,7,V9,F22C2EF1-313C-4A6A-A27E-B8DDB481D587,2013-07-13 00:00:00
28551,5423 Morengo Ct.,,Langford,7,V9,3E72C86C-70C0-4547-B890-69E45B1D1427,2013-09-03 00:00:00
16004,3831 Frigate Ct,,Langford,7,V9,23398F02-7983-41FF-B45B-216D48C1686B,2013-07-10 00:00:00
19046,1987 Jennifer Way,,Metchosin,7,V9,CBFC2831-F98D-4267-8697-F286AB1F405A,2013-08-02 00:00:00
20725,2221 Teak Court,,Metchosin,7,V9,306D72F2-CDA7-4E5E-A3EC-FC063FE94C8B,2013-12-28 00:00:00
24498,9129 Shenandoah Dr.,,Langford,7,V9,7E022BD2-BB7D-4745-A5FD-E2E4CB74624B,2013-11-28 00:00:00
14755,9965 V. Street,,Langford,7,V9,6ACFCA2C-CC27-41BE-95FE-F85D3E774825,2013-10-06 00:00:00
22347,5696 Morgan Territory Rd.,,Langford,7,V9,48BFFA81-A017-46E1-A457-4007E4EEA3D8,2013-07-04 00:00:00
22942,2989 Pepperidge Way,,Metchosin,7,V9,751EED0F-83A0-4BE7-9E66-72FE881C69DD,2014-03-14 00:00:00
28287,9005 Eagle Ct.,,Metchosin,7,V9,C783B753-09E7-4C40-BC1F-7ED80889A261,2013-06-05 00:00:00
27298,2860 Brentwood Circle,,Langford,7,V9,1AA8C730-5BD9-45DD-A89B-6C472D7485DC,2013-07-01 00:00:00
15958,3762 Gumwood,,Metchosin,7,V9,29071B2D-7E3B-4472-BF87-15934B232306,2013-07-28 00:00:00
21639,8834 San Jose Ave.,,Metchosin,7,V9,237E5CF0-289F-4F9B-A787-20BB29A182FC,2013-07-24 00:00:00
22410,4194 Baywood Drive,,Metchosin,7,V9,B52CB4C7-A087-4A9E-A9F3-F9FC37C4942F,2013-12-11 00:00:00
24086,3679 Diablo View Road,,Metchosin,7,V9,F4B314EB-69CB-4220-AF7C-9C5918AB7A6D,2013-11-28 00:00:00
18493,3433 Roland Dr.,,Langford,7,V9,B8230367-F7A9-4ABC-845A-0E574B687D8C,2014-05-06 00:00:00
21163,8274 Springvale Court,,Metchosin,7,V9,7BACB20F-6AE7-440B-AE07-1BB0C642DC61,2013-11-18 00:00:00
23809,4998 Prestwick Ave.,,Langford,7,V9,05138237-90CC-40EF-8866-1226400386FE,2014-02-28 00:00:00
28111,2812 East Lake Court,,Metchosin,7,V9,6F1C968C-EF7C-4421-9757-785E364A358C,2013-06-30 00:00:00
29313,9659 Walnut Blvd,,Metchosin,7,V9,E52BF43B-C543-4E4F-AA1D-55DC9FE797B6,2014-02-17 00:00:00
29837,9809 Cardinet Drive,,Langford,7,V9,5C6D889F-558D-4F6A-84C5-29B95B5B21A4,2013-07-28 00:00:00
23793,3543 Lori Dr.,,Metchosin,7,V9,77391C89-1851-44DF-ACAD-1015EFF89C92,2012-01-11 00:00:00
